#l1 l2 l3 l4 mom1 mom2 mom3 mom4 f1 f2 f3 f4 f5 f6 f7 f8 f9 f10 f11 f12 f13 f14 f15 f16 f17 f18 f19 f20
-3.0242453968086551e-02 5.6357452191455659e-02 2.0299542337191747e-03 -3.1051800833266818e-03 2.2908968683035392e-16 1.0000000000000002e+00 6.7150078045964151e-02 3.4577138472068318e+00 4.5890316312688710e-16 3.1138722070677672e-15 8.0794913685443949e-14 5.9104695430537638e-12 8.1484693158591824e-10 1.3346245764261875e-07 1.6317280767484172e-05 1.0390342469409303e-03 2.8471915749758017e-02 3.0626559213172133e-01 2.7373242586734042e-01 3.3976752256807539e-02 9.8860665898071911e-04 1.0470458229161414e-05 6.6279106050337138e-08 3.4726021933065640e-10 2.2535795567102744e-12 2.8299434893306380e-14 1.0275111402878295e-15 1.4642922772149785e-16
4.2491409373710251e-02 3.6965938351573066e-02 -1.2100427053774079e-02 -3.5146285373351457e-03 -1.2221623231945366e-17 1.0000000000000000e+00 -2.4132371643294404e-01 3.0028789122763180e+00 3.8208299449096094e-23 6.6360293725219259e-22 8.5632934257737350e-20 5.3378584810859492e-17 9.7144555911748266e-14 3.1770171773671252e-10 8.4192163358731830e-07 5.6852220250921352e-04 3.9648021414167650e-02 2.5541220445228441e-01 3.1433774934975761e-01 2.1045470518373653e-02 9.7089961299735484e-05 2.1461819750358599e-07 1.6362449134513520e-10 8.0076127204985955e-14 5.1184367317672344e-17 8.4814918599076566e-20 6.6163596874816530e-22 3.8152397949151245e-23
4.3208576304968258e-02 3.9055101593177294e-02 -5.2831114601984315e-03 -2.6298698330085753e-03 3.2595128009149329e-16 1.0000000000000000e+00 -2.3571181168443303e-01 3.4576628369542659e+00 7.3651510248929697e-15 4.3741880820363536e-14 9.0273983582459157e-13 4.8574181496378959e-11 4.6614958279709598e-09 5.1607054016605857e-07 4.2171438566367298e-05 1.7623585675792921e-03 3.4890775974166309e-02 2.6781521860577928e-01 3.2585224597285462e-01 2.3225054797160898e-02 5.8934704893082819e-04 8.1132849307471382e-06 6.4640948630710632e-08 4.0629928395969217e-10 3.1253894403389694e-12 4.5733232271035918e-14 1.8711182086887272e-15 2.8640736841705838e-16
1.0775672733204422e-01 8.1255528916859110e-02 -5.1940343202739585e-03 -3.0554495898518826e-03 3.1048444612766913e-16 9.9999999999999978e-01 -5.5065614140401675e-01 4.1198797609190230e+00 5.9166213785593540e-13 2.8172293757921597e-12 3.9806180910208855e-11 1.2906659366269187e-09 6.8381609842726242e-08 4.0102021555783554e-06 1.7421546053267856e-04 3.9217921393500232e-03 3.9316468223619408e-02 2.2760248721315021e-01 3.5379651120554018e-01 1.8976563612226369e-02 4.9755409251149986e-04 8.1816204092716337e-06 8.6401025540598627e-08 7.5584186069890120e-10 8.1474378757395437e-12 1.6161193771999456e-13 8.3697402806582770e-15 1.4741020958024169e-15
2.0715991405765001e-02 4.1261594257680612e-02 -5.6042272501019676e-03 -4.1963046387608789e-03 1.3337332065816875e-16 1.0000000000000000e+00 -2.2684078187982354e-01 3.1701579590932050e+00 1.3913802482336763e-19 1.7727202360969813e-18 1.3269660080030675e-16 3.8200194494733000e-14 2.4179205938776345e-11 1.7754616634741261e-08 7.8579135146562772e-06 1.1543624751927770e-03 3.6149639803560799e-02 2.7421675130080669e-01 3.1692079519402810e-01 2.3747896956302909e-02 1.3220640500912026e-04 2.2891147652215628e-07 1.6915648913320454e-10 8.1938727701848990e-14 5.2092992956841815e-17 8.6064154557906228e-20 6.7029548628908132e-22 3.8621972160437377e-23
-8.6606016592638072e-03 4.4901325502081105e-02 1.0416960927163515e-03 -2.3696275500367154e-03 1.2096529643984490e-16 1.0000000000000002e+00 1.3969237147683256e-01 3.9175703005597406e+00 1.7157761034367219e-13 7.9044357890430416e-13 1.0643783592669709e-11 3.2985258386882781e-10 1.7148275421166415e-08 1.0399384541497378e-06 5.0655934614349002e-05 1.4649256772557317e-03 2.5309096283768245e-02 3.0871957286876617e-01 2.8763945000791985e-01 3.0207121132855383e-02 2.4733868973807888e-03 1.0734687871513758e-04 2.6562145021246409e-06 5.1538629837154571e-08 1.1367070346120587e-09 4.0855028235006504e-11 3.2745413128408156e-12 7.4201159768942020e-13
-5.8505147867224133e-02 4.4557579668844799e-02 7.1607219380631793e-03 -2.7513355747192311e-03 -3.1054339613587465e-16 9.9999999999999933e-01 1.4951812218209112e-01 3.3194714318277501e+00 3.0297956906317746e-17 2.3962775172776944e-16 8.0728327314781772e-15 8.3434762838945992e-13 1.7146054345834399e-10 4.2680580550862552e-08 7.8415620594387353e-06 7.1707575633304108e-04 2.5390994802499321e-02 3.2374084768084033e-01 2.6550611900207621e-01 3.5900583384107079e-02 9.3020562492200924e-04 7.0911902880984891e-06 2.9375870255491219e-08 1.0272971991541565e-10 4.6153326422850811e-13 4.2271088159222411e-15 1.2086516832441084e-16 1.4966089230528141e-17
-6.9007808854958889e-03 1.4980438284251135e-01 9.4690046480237679e-03 -2.2733951991965110e-03 1.9008316857381831e-17 1.0000000000000000e+00 -7.0018709930700174e-01 4.9771319217990797e+00 2.0755515619294877e-11 7.9344249331570280e-11 7.7221210820752552e-10 1.5337246802081834e-08 4.6417165034845539e-07 1.5310900415836974e-05 3.8949339961160312e-04 5.6052198489554041e-03 4.0762082114407121e-02 1.8702213202181095e-01 2.3646491059727337e-01 2.1122707144096021e-02 8.4385125009020880e-04 2.5634721545132595e-05 5.1244680208756087e-07 8.6174462084989750e-09 1.7346238657169666e-10 5.9098998874492581e-12 4.6061795785319360e-13 1.0311520868210922e-13
-5.0739551366016614e-02 4.3394606589282597e-02 4.8768446213853754e-03 -2.5093057284744681e-03 -3.0272024296701958e-16 1.0000000000000002e+00 4.2454108590419354e-01 3.8944728379863305e+00 3.2267107773738124e-15 1.7832153614486400e-14 3.2842767946136462e-13 1.5511387479512245e-11 1.3280587186723668e-09 1.3844358407437584e-07 1.1786380641460050e-05 6.1868953977589473e-04 1.8832032471565976e-02 3.4468774446888079e-01 2.6017119628606811e-01 3.5980111358457266e-02 3.3096397232112930e-03 1.3774041293142280e-04 3.0143176225064142e-06 4.9391162887907376e-08 9.0437436730398685e-10 2.7289459405756894e-11 1.9038244956898058e-12 3.9676709111970371e-13
1.8504276314285867e-01 -4.4412697401226914e-02 -4.0669143554395354e-02 4.9965090984501800e-03 6.7948574742455906e-17 1.0000000000000000e+00 -2.7700867981535848e-01 2.7965074893469857e+00 3.8152397949271686e-23 6.6163596876457060e-22 8.4814918665968843e-20 5.1184370823537976e-17 8.0076902502057952e-14 1.6382639385480418e-10 2.3120436265024025e-07 2.1857061632362017e-04 3.9290966724524402e-02 2.4332443761331132e-01 3.7345065158674767e-01 1.7955447243000966e-02 1.1384250194844898e-04 2.1699194000830644e-07 1.6366032537154757e-10 8.0076346492175241e-14 5.1184369117879394e-17 8.4814918661777598e-20 6.6163596877344718e-22 3.8152397949403676e-23
-9.1218580289769549e-02 6.5617361949367486e-02 1.1634017814148769e-02 -3.9135406837421862e-03 -1.3022578695231006e-16 1.0000000000000002e+00 1.5619994763449496e-01 3.2319075378644917e+00 7.3755212671291935e-23 1.3959187255852449e-21 2.0955542862332612e-19 1.5707673056066041e-16 3.1221395947981601e-13 7.7993880381535933e-10 1.1206095351138945e-06 4.4662491867872837e-04 2.7617498435675025e-02 3.2335645948947533e-01 2.5140999039978723e-01 3.8003170834690084e-02 5.8639855625259424e-04 1.0738306744834645e-06 4.7838957444308195e-10 1.3563080203181393e-13 6.2656733788344125e-17 9.1365486197454892e-20 6.8354022662047665e-22 3.8909787550369354e-23
6.0723102615787894e-02 6.0404618179432976e-02 -3.8950419433003061e-03 -2.5762626092163442e-03 5.9794929115088556e-16 1.0000000000000000e+00 -1.7829927635927847e-01 3.7739620041784243e+00 1.0551918187318934e-13 5.2039497222251815e-13 7.8460797964369610e-12 2.8042131272790072e-10 1.6972556323846878e-08 1.1823506137938245e-06 6.3768897040408741e-05 1.9484124811026207e-03 3.4585443759084462e-02 2.5844871524752899e-01 3.2039922476351013e-01 2.5781923479679447e-02 1.2560291842480826e-03 3.4543306923610372e-05 5.4961202627875600e-07 6.9071857155990571e-09 1.0205184914374778e-10 2.6146316360372041e-12 1.6293861401539725e-13 3.1898393466370800e-14
-2.8274732135980193e-02 1.5127145148648605e-02 5.7683031311619587e-03 -2.2572191733405541e-03 8.2281594873354359e-17 1.0000000000000000e+00 1.9557099508561396e-01 3.2985448955104095e+00 1.3273363671469166e-16 9.0798993569333340e-16 2.3998379976437410e-14 1.8180977219863296e-12 2.6602323177041585e-10 4.7856852404660827e-08 6.7599365882345473e-06 5.3378867864011990e-04 2.2279510903195208e-02 3.2614936555963370e-01 2.8344295617832227e-01 3.2014577340917491e-02 1.5613470665561458e-03 3.4101424103328815e-05 3.6960323630486115e-07 2.9378944743621878e-09 2.7073095156816471e-11 4.5218629884077418e-13 2.0208646313099127e-14 3.2448383068558663e-15
3.8007710314076501e-02 2.1467939638518070e-02 -9.2466775071576371e-03 -3.4772211873626150e-03 7.0821995629057856e-18 1.0000000000000002e+00 -1.6325534617096238e-01 2.9757021564610593e+00 8.2889807382725893e-22 1.3392704922313627e-20 1.5275545825518647e-18 7.9334238573608084e-16 1.0417249842696886e-12 1.7403055511435859e-09 1.8019823901949236e-06 5.8820605241668858e-04 3.4686062067162224e-02 2.7746388855860793e-01 3.2205104076683039e-01 2.3457326519553349e-02 1.8067895625074689e-04 3.8301775863418566e-07 2.9157631896699399e-10 1.4623328614169573e-13 9.7012715299979460e-17 1.6732384617575059e-19 1.3509403061830190e-21 7.9609674929110515e-23
-1.2021497971434281e-01 5.4224062417863123e-02 7.9417169001606454e-03 -1.8682350247056171e-03 -3.8473584769174504e-16 1.0000000000000002e+00 1.2413716570048058e-01 4.0157462277786715e+00 6.2078827106406072e-13 2.7169507424674680e-12 3.3469815134796298e-11 9.1863307575178125e-10 4.1239296906158320e-08 2.1230469295834250e-06 8.6943501108524776e-05 2.0809960117416783e-03 2.6747777965940502e-02 3.4895764746331837e-01 2.5711200256315425e-01 3.2599812221431386e-02 1.9642027557745263e-03 7.9500166966887074e-05 1.8986279393289916e-06 3.6172181991617398e-08 7.9273306004123050e-10 2.8514132869850144e-11 2.2937265175294663e-12 5.2140963243851565e-13
-7.7821629715521090e-02 -1.3845367564403460e-01 2.5338510945928462e-02 1.5354091786541719e-02 2.4016110818782579e-17 1.0000000000000002e+00 2.1857396327689460e-01 2.7594620767273588e+00 3.8232710332462378e-23 6.6353577045394289e-22 8.5229388432067120e-20 5.1692969585658479e-17 8.1901216137033285e-14 1.7265420323091889e-10 2.4286708944966642e-07 1.1975971565766379e-04 1.6852851059010264e-02 3.5044813137214764e-01 2.7711871042197039e-01 3.4951503578947551e-02 3.6571004006492658e-04 5.4258272575933191e-07 2.7404909635344760e-10 1.0599262769619782e-13 6.0254936255992401e-17 9.4034563213472345e-20 7.1158972593369859e-22 4.0477710525646790e-23
1.5041963313580903e-01 1.0633159533652004e-01 -1.8428721705389790e-02 -1.3853252035497788e-03 -2.4647410203111709e-16 1.0000000000000004e+00 1.8380900915697154e-01 4.1433134338351536e+00 8.0432016080861522e-13 3.4698947314686483e-12 4.1708641741064249e-11 1.1081169006684473e-09 4.7907910109696119e-08 2.3709626513875929e-06 9.3479826835158437e-05 2.1618899277975130e-03 2.7296549574213312e-02 2.0432853795760669e-01 2.4825631087718109e-01 3.5492943993007342e-02 2.0215882560908520e-03 8.2876188662908007e-05 2.0398895608694441e-06 4.0156765097445782e-08 9.0867350702031919e-10 3.3615465710327129e-11 2.7625867119861940e-12 6.3596639750347622e-13
1.1735984799025923e-02 1.7986362890863666e-02 -3.4175907044767502e-03 -3.7009410124855700e-03 -4.0638248949032955e-16 9.9999999999999956e-01 -5.0567714161968813e-02 2.8519282737513283e+00 3.8152898354977890e-23 6.6165764262021828e-22 8.4827839049646945e-20 5.1240931494192732e-17 8.0869501587841333e-14 1.7740571896341990e-10 3.2595350834468243e-07 2.6134759330830493e-04 3.0796273669274090e-02 2.9321417460526561e-01 3.0658845500851728e-01 2.7093321616671683e-02 1.6215839575549974e-04 2.3102429690231080e-07 1.6435606538682190e-10 8.0098647991763217e-14 5.1185674166781522e-17 8.4815213644806252e-20 6.6163648643457035e-22 3.8152410401732589e-23
1.5384897285950577e-01 2.6646823299549607e-02 -2.7824377262052658e-02 -2.0124113646297517e-03 2.8623804618603871e-16 1.0000000000000000e+00 -4.9261869356220422e-01 3.2130618252313883e+00 3.9870114694264791e-22 8.0052794260647581e-21 1.2931209095937003e-18 1.0109590263823594e-15 1.9456964473486317e-12 4.2384943101605085e-09 4.6952638867843324e-06 1.2634363798398084e-03 4.6343512175258061e-02 2.2180350072497373e-01 3.7791565314370651e-01 1.3471585653399063e-02 9.3711009834462940e-05 2.1465016569981909e-07 1.6362708025947844e-10 8.0076227899389231e-14 5.1184373794302239e-17 8.4814920182071717e-20 6.6163597176430146e-22 3.8152398026170910e-23
-1.7657178595511434e-02 1.7720747531426488e-02 -7.9583807742606878e-03 -3.1206755838533119e-03 -8.8705501082308447e-17 1.0000000000000000e+00 -3.8508454747505150e-01 3.4256749577644729e+00 2.8302529786591313e-16 2.2314739682527997e-15 7.4024319459992943e-14 7.3253946647661671e-12 1.3732998646242513e-09 2.8987592952608015e-07 4.0382392496951946e-05 2.3032493723071901e-03 3.9113455443916763e-02 2.6923010935460928e-01 3.1645351830611457e-01 1.5116980649026550e-02 1.4187030151607027e-04 4.3655925069765966e-07 6.1148272655425932e-10 7.7123197700037613e-13 1.4854559275607973e-15 6.9722765594699304e-18 1.2330396881025875e-19 1.1599960358570613e-20
-1.4352696111367896e-02 3.5033793911134078e-02 3.7631916639723128e-03 -3.8237768396111853e-03 -2.5271874023929792e-16 9.9999999999999989e-01 1.1450054272985377e-01 3.1089415204070470e+00 2.0850286087551838e-21 2.6230968761521638e-20 1.9750786290707960e-18 6.1401775557943468e-16 4.9038194033441089e-13 5.9324664609813152e-10 6.0484240273295369e-07 2.6857211606458954e-04 2.6804000435928239e-02 3.0831789667965370e-01 2.8652066702784484e-01 3.2463246302508270e-02 8.5745308815155397e-04 6.7403724786479796e-06 2.1479738918575190e-08 4.5705068892985389e-11 1.1606021026355937e-13 6.2419298516027706e-16 1.1749626115484824e-17 1.1326279219050087e-18
-1.6034410966490742e-01 3.7490553261305170e-03 3.3200659745558032e-02 -1.1908396411352351e-03 2.0743618853658777e-17 1.0000000000000002e+00 4.7034190761866163e-01 3.1002037482053497e+00 3.8152397949613978e-23 6.6163596877183891e-22 8.4814918618676249e-20 5.1184367464190075e-17 8.0076131753304603e-14 1.6362473178920860e-10 2.1461887766603535e-07 9.3696688357373264e-05 1.2610827388311926e-02 3.8607400742471981e-01 2.2813384963134617e-01 4.5604142415492092e-02 1.0012182489358618e-03 2.5869635061306052e-06 1.4887119857810034e-09 4.3399224224643549e-13 1.5804363161540605e-16 1.6880458251694681e-19 1.0175622193864650e-21 5.2272584192197978e-23
-8.8660437376658664e-03 3.0454448313130128e-02 2.3271820849776357e-03 -4.2912995424398710e-03 -8.5670083751603303e-17 9.9999999999999978e-01 5.6050152085566726e-02 2.9437884097721931e+00 3.8170431024821656e-23 6.6212636377308347e-22 8.4950933878520733e-20 5.1417626966189216e-17 8.1394292930342103e-14 1.7577450692199460e-10 2.9166464550919488e-07 2.1450083616438085e-04 2.7796316182624715e-02 3.0486811385563684e-01 2.9170073413809827e-01 3.1392034649847418e-02 3.8506186872598125e-04 7.2809044258540101e-07 3.9694815917370978e-10 1.3817947389876312e-13 6.9054685562592661e-17 9.9777442657217340e-20 7.2966491937105327e-22 4.0986601533801432e-23
3.4367929357951386e-03 6.5029282256762119e-02 4.5213627032229944e-04 -4.9112212554929379e-03 -1.1810114292808245e-17 1.0000000000000002e+00 9.2856178236308040e-02 3.1631853868577195e+00 3.8152402067460544e-23 6.6163616323106765e-22 8.4815084490647019e-20 5.1185858047591427e-17 8.0129575393856896e-14 1.6607246353165448e-10 2.6092868201961800e-07 2.2118233404269332e-04 2.9903300811682236e-02 2.9131558334480623e-01 2.8075673602919848e-01 3.4834333522179059e-02 6.8047550848019940e-04 1.9007830069387883e-06 1.3664359877807621e-09 5.3190651232681169e-13 2.5029269227458914e-16 3.0836734633980853e-19 1.9196104346373797e-21 9.7378392491312902e-23
4.3897931335211353e-02 4.0411025064300769e-02 -7.6644468338262434e-03 -3.9939463115736765e-03 -2.6198177114290089e-16 1.0000000000000004e+00 -1.2236455457308229e-01 3.0634069924782303e+00 3.8507255816612081e-23 6.7217834831689788e-22 8.8120284533510757e-20 5.7367418252469894e-17 1.1257705647852126e-13 3.6617392591319395e-10 8.2893676493043411e-07 4.8782174117406748e-04 3.5148102829403963e-02 2.7413136284398276e-01 3.1765154901236226e-01 2.6043935845502034e-02 3.1960002723576103e-04 6.3683108619441597e-07 3.6550006327185117e-10 1.3311357142951068e-13 6.8420125334480278e-17 1.0000107637490084e-19 7.3353033832935853e-22 4.1221708226773136e-23
-7.6375170783098273e-02 -3.1998871779894432e-02 1.6106891250226241e-02 2.1153450640264769e-04 -8.3984193076028620e-17 1.0000000000000000e+00 2.5194640540426755e-01 3.0630733688275762e+00 4.6467887854057379e-18 3.8426768539092730e-17 1.4031571458865854e-15 1.6304100968678886e-13 3.9121715154834838e-11 1.1875132722479404e-08 2.8370545032333840e-06 3.6155251520286654e-04 1.7743959572449799e-02 3.6202904531245783e-01 2.7919756979700017e-01 3.3499052904007620e-02 1.1693605576004414e-03 1.7520291174509673e-05 1.2287800203948503e-07 6.1484068772306831e-10 3.6155930219957762e-12 4.0773716333280422e-14 1.3518146614377918e-15 1.8205797999688342e-16
-1.2627519302664515e-02 1.4967964193272426e-01 2.0108394211063922e-04 -3.8760580711685775e-03 -5.5298105061065522e-17 1.0000000000000002e+00 -1.4450456023608468e-01 4.0579731392045408e+00 2.7207226649252400e-14 1.4671409644992340e-13 2.5732030123279607e-12 1.1211023264872335e-10 8.5019612868182697e-09 7.4865200563530350e-07 5.1303792000838610e-05 2.0172019653267458e-03 3.7557585919672565e-02 2.1238679231083765e-01 2.1464652796306991e-01 3.2649801170431876e-02 1.2872058459635250e-03 2.2120466488292610e-05 2.3621527648845200e-07 2.1274513670750598e-09 2.3431535566621945e-11 4.6837385996564882e-13 2.4234032902629571e-14 4.2552852462387071e-15
-2.2299551067473661e-01 3.6503620076581964e-02 3.5881377588102968e-02 -1.3698854524624372e-03 9.0506848942980328e-17 9.9999999999999989e-01 5.1936104841912101e-01 3.1774201049113251e+00 3.8152397949155312e-23 6.6163596874841582e-22 8.4814918599357643e-20 5.1184367320718377e-17 8.0076127341698554e-14 1.6362450934764756e-10 2.1462298011300291e-07 9.5062613713049461e-05 1.3973273427291022e-02 4.0179145598882249e-01 2.0825726389327309e-01 4.8354303185893954e-02 1.0017741019968088e-03 2.1831672997926511e-06 1.0004624186635275e-09 2.4216873825302147e-13 8.6406808018306418e-17 1.0538659593149409e-19 7.3088643405792154e-22 4.0547765073102388e-23
1.0377114637587312e-01 1.1744965930227125e-01 -2.9269327231556722e-03 -2.9267643322284458e-03 2.2127178534195729e-16 9.9999999999999989e-01 -5.4098721388545346e-01 4.9987242208722771e+00 5.4898490879478855e-11 1.9348579009131904e-10 1.6430387109986328e-09 2.7377172636966774e-08 6.8242485832991180e-07 1.8639699011536722e-05 4.0447541030603145e-04 5.2375842239249532e-03 3.7281291015924325e-02 2.0814732430544464e-01 3.0944306892248985e-01 2.1777268800234725e-02 1.4401535236983761e-03 6.4969702792582140e-05 1.9062373043180531e-06 4.6996324968125423e-08 1.3518748730434892e-09 6.2424693928773531e-11 6.1066873151784898e-12 1.5607089389087834e-12
3.6674334353310731e-02 1.8575072364518563e-02 -9.4446532616563328e-03 -3.4660330342104152e-03 3.3629218887568496e-16 1.0000000000000002e+00 -1.5671130899963989e-01 2.9404897081889354e+00 1.1587618503008809e-22 2.1807109529312388e-21 3.2075520039472009e-19 2.2993462530257300e-16 4.2694747181677471e-13 9.8834193205542413e-10 1.3394601001080672e-06 5.2779505028124267e-04 3.4389338645523876e-02 2.7891411516133363e-01 3.2146290650242104e-01 2.3446220696416619e-02 1.5493022373001957e-04 2.8563869345909835e-07 1.9457909186540937e-10 8.8785491302491431e-14 5.4500539073099221e-17 8.8342405952915263e-20 6.8136722041955812e-22 3.9089130443875908e-23
2.5135609365713445e-03 4.4903902948860333e-02 2.6797185712143761e-04 -3.3457325387393983e-03 1.7263775397313136e-14 1.0000000000000071e+00 -4.4510151984784087e-04 3.2955672180978408e+00 1.0512088985019435e-17 8.5645485281396085e-17 3.0436816274959124e-15 3.4024304883827942e-13 7.8103230947403932e-11 2.3045686285006290e-08 5.6236828933167672e-06 7.3855707815465520e-04 3.0854308015614156e-02 2.9234798410546570e-01 2.9681366693665823e-01 2.9881551717367387e-02 8.7617749306800733e-04 9.9014008495321702e-06 5.6574934924992696e-08 2.3926379368465690e-10 1.2189129752443778e-12 1.2239271298475107e-14 3.7311141187500888e-16 4.7895716902541951e-17
5.4146167655830336e-02 4.3783578270432950e-02 -6.7625854156963990e-03 -2.8468564598707873e-03 7.9519435219447527e-16 9.9999999999999989e-01 -7.4107339709988243e-02 3.2669937518443888e+00 3.0530986740977168e-19 2.9580527657014817e-18 1.4147362024358001e-16 2.3521695247068334e-14 8.6381293639953544e-12 4.4095136731247273e-09 2.1874308306988782e-06 5.9311478825589464e-04 3.4499923355113982e-02 2.7164399467817296e-01 3.1770704432107533e-01 2.6988158357576359e-02 8.6553807017708214e-04 9.2107795351005766e-06 4.3427665040552032e-08 1.4343858154558238e-10 5.6546933780741920e-13 4.5016190655815429e-15 1.1460225954849400e-16 1.3213768136000055e-17
3.7020421451337219e-03 -2.0667322185357655e-02 -2.8788402087734431e-04 1.3758320913499068e-03 -6.0449739705582648e-16 9.9999999999999756e-01 1.3234736007428314e-02 2.7935557959910189e+00 3.8152401273136981e-23 6.6163610750254949e-22 8.4814998312935726e-20 5.1184721428930091e-17 8.0082072342539501e-14 1.6383703300602975e-10 2.2252755662044430e-07 1.4940462467812743e-04 2.7865558046692950e-02 3.0158255802396650e-01 3.0114613850328020e-01 2.8749369075294108e-02 1.9695021868828538e-04 2.5908805741393374e-07 1.6775503698004243e-10 8.0312931789681343e-14 5.1205502514155967e-17 8.4821480534872546e-20 6.6165045715955659e-22 3.8152795855536325e-23
7.3962166284091552e-03 3.7166867196033626e-02 -1.8794789982574031e-03 -4.4485100251923110e-03 -3.1564045120584636e-18 9.9999999999999989e-01 -6.3047556718029654e-02 3.0196904591300493e+00 1.5527583920726745e-22 2.9181187920438207e-21 4.2614955801010828e-19 2.9973955426025456e-16 5.3667950262808075e-13 1.1721036977375711e-09 1.4601867370524611e-06 5.1638144877938377e-04 3.1721216791088885e-02 2.9076948118706225e-01 3.0392813313011752e-01 2.8126033136889224e-02 2.6451328265451028e-04 3.9291551737554348e-07 2.0568324179849958e-10 8.5166936471050683e-14 5.1954179451206753e-17 8.5160077636688155e-20 6.6261098375532069e-22 3.8183086131535689e-23
1.5150692691889178e-01 -6.3286875345305665e-02 -3.5386048568801752e-02 1.3673538980067601e-03 -6.6785569228652194e-17 1.0000000000000002e+00 -4.1110682149852917e-01 2.9374111559581260e+00 1.5652190076893195e-19 1.9354353703770309e-18 1.3795600924968299e-16 3.7396273551824756e-14 2.2270516502015634e-11 1.5562538857380583e-08 6.7339787284815147e-06 1.0327827533688581e-03 3.9382758393102221e-02 2.6235830800766574e-01 4.1761707221023819e-01 1.1976889774841255e-02 1.1264369491199530e-04 2.4080856936260538e-07 1.7887877469630150e-10 8.6668391235084479e-14 5.5224802731464515e-17 9.1546057607459583e-20 7.1542861492809966e-22 4.1320228847281372e-23
1.0048159145253660e-01 4.4266115011741991e-02 -1.2935760522290497e-02 -2.2698740533243669e-03 1.1305528484326302e-16 1.0000000000000002e+00 -1.0359230537983043e-01 3.2784574449776240e+00 1.9988435326948824e-19 1.9710779592275517e-18 9.7185898324893674e-17 1.6830244652095582e-14 6.4560796144235781e-12 3.3708600906125652e-09 1.7077429607998877e-06 5.3807229306549744e-04 3.5838642881490863e-02 2.5973706584334266e-01 3.3339189795862650e-01 2.6531692695768598e-02 9.0997128853273794e-04 9.8410389010530004e-06 4.6577849408031199e-08 1.5346263386708863e-10 6.0149435940304476e-13 4.7556398995291093e-15 1.2033547926330967e-16 1.3821224702814969e-17
-9.0330894354860949e-04 4.0801062302261187e-02 5.5393394351607457e-04 -4.3240159126118624e-03 3.2343919106005248e-15 1.0000000000000002e+00 3.5561554834387943e-03 3.0901935506122769e+00 2.3876018900862787e-22 4.2911280792146057e-21 5.7950987416108164e-19 3.6709173822982837e-16 5.8487329164956951e-13 1.1471100318606068e-09 1.3281335896971410e-06 4.6310443479499340e-04 3.0113037328195775e-02 2.9653035164021918e-01 2.9696745398715552e-01 3.0038926684340553e-02 5.1546602632790526e-04 1.8747985836691343e-06 2.2174411618843389e-09 1.6051357214350383e-12 1.4244788284911925e-15 3.0500581581296203e-18 2.8478113773950243e-20 1.8159585489381389e-21
2.0318505107387107e-02 3.8969150140084417e-02 -3.4230804697489440e-03 -2.9036109886542687e-03 -2.0907344422961428e-17 1.0000000000000000e+00 -2.3019794074926417e-01 3.4537570268500000e+00 6.1655987562121046e-15 3.7635758257869389e-14 8.1274200805927218e-13 4.6287434032739073e-11 4.7159150946030205e-09 5.5065727390775683e-07 4.6649874474922650e-05 1.9300718071198126e-03 3.3515452203826505e-02 2.7681280699157229e-01 3.1672465780225711e-01 2.4173971345591051e-02 4.4918915131910526e-04 4.8703739678561497e-06 3.1557710457981633e-08 1.6375654475563539e-10 1.0579255970660017e-12 1.3363921998566001e-14 4.9022871050222792e-16 7.0429144357282318e-17
-2.6520075880492222e-01 -9.7581356221252726e-03 4.3369613707717053e-02 2.6516650099732208e-04 9.4243584694519407e-17 1.0000000000000000e+00 3.1623993650444748e-01 2.9175746388873312e+00 3.8555860602149507e-23 6.7194022125816625e-22 8.7343007393502571e-20 5.4700977589441964e-17 9.3893195964881323e-14 2.3254914149134449e-10 4.0546032624656351e-07 2.2741985377239840e-04 2.0132605798890774e-02 4.4857528636274985e-01 2.4897585679235423e-01 4.0350559728698082e-02 3.2599181979787659e-04 3.0741949111138048e-07 1.6860488506443177e-10 8.0189119942956286e-14 5.1188793152823926e-17 8.4815957973492462e-20 6.6163834067158937e-22 3.8152467804240079e-23
5.3414675816456411e-02 5.2164368909162137e-02 -8.0692336850193974e-03 -4.0499424009994203e-03 1.4105841819218014e-16 1.0000000000000000e+00 -3.2556740808795509e-01 3.3680702840262629e+00 7.8559926087668245e-18 7.7915673894449671e-17 3.8129458929822205e-15 6.2796993230167852e-13 2.1003877850783840e-10 8.0022167171648603e-08 1.9205157580796834e-05 1.7045847699216775e-03 3.8706578634625115e-02 2.5687921373666761e-01 3.3125358803666355e-01 2.1906883044845178e-02 1.7276831231169404e-04 2.9261027919664222e-07 2.1497959338758363e-10 1.1569799956924101e-13 8.7257834356476000e-17 1.7834030392669376e-19 1.7083273151093555e-21 1.1332184474757979e-22
-1.1400486132079080e-01 3.7325437039749776e-02 1.7860724501078062e-02 -3.0968526199894723e-03 1.6483574480627453e-16 9.9999999999999989e-01 4.3455690811141939e-01 3.3044890040032406e+00 3.8194737125129386e-23 6.6249095466507428e-22 8.4959337262106812e-20 5.1314813005582777e-17 8.0428876170427622e-14 1.6527960622542087e-10 2.2475821516991033e-07 1.2124938878542771e-04 1.7013285036546203e-02 3.6401052478713192e-01 2.3755454564247316e-01 4.2530314642255131e-02 1.6029179661166382e-03 1.2321718911293290e-05 3.0095598213336959e-08 4.2836199825710713e-11 6.9083658352965353e-14 2.4140578057846153e-16 3.2211567055949224e-18 2.5216107893842831e-19
